	BacDMH6301	BacDMH6302	BacDMH6303	BacDMH6304	BacDMH6305	BacDMH6306	BacDMH6307	BacDMH6308	BacDMH6309	BacDMH6310	BacDMH6311	BacDMH6312	BacDMH6313	BacDMH6314	BacDMH6315	BacWMH6302	BacWMH6303	BacWMH6304	BacWMH6305	BacWMH6306	BacWMH6308	BacWMH6309	BacWMH6310	BacWMH6311	BacWMH6312	BacWMH6313	BacWMH6314	BacWMH6315	BacDMH63ZH01	BacDMH63ZH02	BacDMH63ZH03	BacDMH63ZH04	BacDMH63ZH05	BacDMH63ZH06	BacDMH63ZH07	BacDMH63ZH08	BacDMH63ZH09	BacDMH63ZH10	BacDMH63ZH11	BacDMH63ZH12	BacDMH63ZH13	BacDMH63ZH14	BacDMH63ZH15	BacWMH63ZH01	BacWMH63ZH02	BacWMH63ZH03	BacWMH63ZH04	BacWMH63ZH05	BacWMH63ZH06	BacWMH63ZH07	BacWMH63ZH08	BacWMH63ZH09	BacWMH63ZH10	BacWMH63ZH11	BacWMH63ZH12	BacWMH63ZH13	BacWMH63ZH14	BacWMH63ZH15	BacDWYJ01	BacDWYJ03	BacDWYJ04	BacDWYJ06	BacDWYJ08	BacDWYJ09	BacDWYJ11	BacDWYJ12	BacDWYJ13	BacDWYJ14	BacDWYJ15	BacWWYJ01	BacWWYJ02	BacWWYJ03	BacWWYJ04	BacWWYJ05	BacWWYJ06	BacWWYJ08	BacWWYJ09	BacWWYJ10	BacWWYJ11	BacWWYJ12	BacWWYJ13	BacWWYJ15	Bac2DWYJ01	Bac2DWYJ02	Bac2DWYJ03	Bac2DWYJ04	Bac2DWYJ05	Bac2DWYJ06	Bac2DWYJ07	Bac2DWYJ08	Bac2DWYJ09	Bac2DWYJ10	Bac2DWYJ11	Bac2DWYJ12	Bac2DWYJ13	Bac2DWYJ14	Bac2DWYJ15	Bac2WWYJ01	Bac2WWYJ02	Bac2WWYJ03	Bac2WWYJ05	Bac2WWYJ06	Bac2WWYJ07	Bac2WWYJ08	Bac2WWYJ09	Bac2WWYJ12	Bac2WWYJ13	Bac2WWYJ15	Bac2DMH6301	Bac2DMH6302	Bac2DMH6304	Bac2DMH6305	Bac2DMH6306	Bac2DMH6307	Bac2DMH6308	Bac2DMH6312	Bac2WMH6301	Bac2WMH6302	Bac2WMH6303	Bac2WMH6305	Bac2WMH6306	Bac2WMH6307	Bac2WMH6309	Bac2WMH6310	Bac2WMH6311	Bac2WMH6312	Bac2DMH63ZH01	Bac2DMH63ZH02	Bac2DMH63ZH03	Bac2DMH63ZH04	Bac2DMH63ZH05	Bac2DMH63ZH06	Bac2DMH63ZH07	Bac2DMH63ZH08	Bac2DMH63ZH09	Bac2DMH63ZH10	Bac2DMH63ZH11	Bac2DMH63ZH12	Bac2DMH63ZH13	Bac2DMH63ZH14	Bac2DMH63ZH15	Bac2WMH63ZH01	Bac2WMH63ZH02	Bac2WMH63ZH03	Bac2WMH63ZH04	Bac2WMH63ZH05	Bac2WMH63ZH06	Bac2WMH63ZH07	Bac2WMH63ZH08	Bac2WMH63ZH09	Bac2WMH63ZH10	Bac2WMH63ZH11	Bac2WMH63ZH12	Bac2WMH63ZH13	Bac2WMH63ZH14	Bac2WMH63ZH15	BacDBS01	BacDBS02	BacDBS03	BacDBS04	BacDBS05	BacDBS06	BacWBS01	BacWBS02	BacWBS03	BacWBS04	BacWBS05	BacWBS06	Bac2DBS01	Bac2DBS02	Bac2DBS03	Bac2DBS04	Bac2DBS05	Bac2DBS06	Bac2WBS01	Bac2WBS02	Bac2WBS03	Bac2WBS04	Bac2WBS05
Bac2WWYJ12	26.7258316816	167.972079181	69.1379111532	30.0489685109	62.0824724944	39.4939100741	47.7082413299	68.5783983971	38.0633129658	34.4326285244	32.5525590611	36.4786015282	149.93009041	88.9773860397	84.0238422432	16.8676354682	20.4776010336	25.5371010931	13.7998236889	20.0115278288	17.0435315275	25.0445252216	15.4083518538	22.3338906282	25.3343914757	22.0102594045	25.0390657553	14.9560267418	77.1029390792	144.95131033	165.724855984	326.375736076	232.862977125	60.2191817923	354.894954252	349.081665319	53.9305500954	570.803823797	155.595981925	155.877073214	119.280570874	119.658571823	41.0740516088	71.0940737334	133.238867949	188.581871309	1280.86708281	75.4864979682	602.065092693	93.7862591255	781.660727249	49.5495850476	52.0891104373	438.878431139	166.547826895	57.1261440925	246.390582526	263.392316723	213.01007754	124.28835013	196.823847643	178.409389169	97.9227307862	38.1486047508	162.03794634	105.703413411	78.9181307956	44.9826042039	139.542255689	35.567072898	13.7728883096	13.0282842195	8.45665535801	18.169077099	10.0066013867	15.4544788862	12.7945278087	15.7821643622	13.2813143276	11.1886392699	16.695365867	8.94152032644	13.3487938697	6.252851676	14.968633742	26.0353445706	26.6239308907	15.952108833	19.1660412604	25.719869388	9.90686865696	8.78362367388	11.1697648996	5.73786355893	13.4156441866	8.34396880636	20.2799996448	6.75186641888	5.03290001593	2.85328776506	2.60822192875	3.19030694509	9.57668550728	7.0349608087	2.43522621875	0.0	8.92407521141	2.85526072405	40.421994993	86.1234349734	12.6672728271	28.914643118	20.1165911397	95.9242118977	77.8045149524	17.9616570617	21.2608922996	6.15396816002	10.288414974	6.58260863309	4.09926461918	16.814218679	5.40829987586	10.2242934561	4.15829962035	8.198401447	19.6185752371	16.1404521373	37.9420691286	52.1589213432	6.28403400846	11.2984964637	33.6606079735	14.6140183668	5.48173416654	27.0527712651	46.7564224198	23.478104436	16.4526468513	33.4208530884	6.64351020409	33.519216127	43.6934137371	18.5168781954	131.491150322	43.1417855125	31.6417953427	30.4924295794	25.5188040048	18.6740472195	24.1414939344	49.9734057166	36.6847931091	66.8651905439	30.9599831787	41.1430890405	152.653268299	568.191753691	116.431528552	153.581920884	117.555995994	242.60584501	226.408718273	140.38611117	151.877928301	82.2168591305	122.440191035	150.068211345	56.9807182915	62.9553824318	62.0444907716	68.7320263238	44.6334176369	52.5411097469	78.4265058455	51.6058900824	53.125673145	77.7788489159	66.0039141247
Bac2WWYJ13	29.3263441972	168.211882299	70.0026820222	32.4407761649	63.1275021617	40.9549952765	49.0894984767	69.2129016405	39.660848836	36.422005173	34.767794155	38.4257537096	150.283162726	89.5376611679	84.7174432026	19.3745237192	22.8509436246	27.5876105298	17.8573062201	23.0303194552	20.1151940703	27.7160694554	19.0632938575	25.2190230497	27.8366808876	24.7518560171	27.5523922263	19.3124599436	77.5521900378	145.088208278	165.806107523	326.300543686	232.759738628	60.7667621023	353.909142709	348.353086891	52.7769758219	570.762203653	155.704124317	155.888922565	119.324314497	118.790156363	41.635745091	69.6542700548	133.106207247	188.372140051	1280.7930053	74.9332846926	602.070369181	92.8806536015	781.643768217	48.3561389529	52.2994617933	438.861214966	166.594382559	57.3532936536	245.130515414	262.969963957	213.19388536	124.788539844	197.189525628	178.569287058	98.5883597392	39.4284123058	162.157402262	105.932052083	78.8657876774	45.6331540959	139.709730871	35.6928050502	14.2201889266	13.6044606057	12.8890844696	18.7090892702	12.7951634106	18.4676795849	15.8184535165	17.9160976739	15.0520156348	14.9382481739	18.6764283983	14.1674965436	11.0875463721	8.50328675701	12.0128940975	21.6693170508	23.9883837689	12.0109414184	15.6518594993	21.0912854753	8.7319529389	8.54115464769	10.0943239068	8.52508198639	10.3753132499	9.79128124483	16.0175116034	7.38249947563	9.21635672735	8.9803702099	8.16078623735	10.2460773647	8.90596146224	7.05647839737	10.0693875469	8.92407521141	0.0	7.04538531416	36.2710628151	81.8384597655	12.1790039051	24.8029528374	16.6567940992	90.6738067045	72.7990054073	15.2839252654	18.0870047799	8.25018161294	8.02236348766	7.55454241277	9.20906900591	13.1912801856	8.3253807401	8.33259590631	8.80373705085	7.59359059909	16.2860598779	14.1299294292	36.8939579207	47.0522205823	8.92230908423	14.7381260728	33.731593444	12.4506446254	8.50350863922	22.9441433303	42.6202521461	21.6863997986	17.4425951092	29.8957713252	10.0734768158	28.5088184602	38.6795121218	17.4865118555	125.610520708	35.653367668	26.6912292572	25.1475244323	20.6313758833	14.2689108771	19.6932853268	44.3720494078	31.9448332849	61.1696037139	26.1878991666	36.1232322333	151.610655828	567.562062128	115.569458348	153.269751929	116.659296482	242.039620774	226.092443939	139.872531741	151.734670793	82.1949186167	122.55704492	150.006156071	56.4988663258	61.9739618004	61.4742270893	67.1259896403	44.0306597107	51.5640064907	77.6977445163	51.3206538788	53.0558616472	77.102227632	64.5310600222
Bac2WWYJ15	27.1203861007	167.900246598	69.1927713735	30.4631945093	62.2142475448	39.6608832006	47.7960446975	68.5596423318	38.3032242024	34.7931670462	32.8742891447	36.7959506748	149.919791019	89.033859635	84.0681919384	16.9922797867	20.6465011293	25.6595179452	14.3708777291	20.4355706909	17.3917119542	25.4570593288	16.0074483068	22.7251152484	25.6586313754	22.1709994195	25.2174319773	15.7195121585	76.9911212214	144.850580468	165.623062543	326.253841321	232.722296841	60.1699277809	354.514644843	348.677804385	53.154451282	570.782242138	155.490357546	155.720533033	119.170512307	119.20977122	40.8340462079	70.2206488791	132.946790465	188.353868486	1280.75532286	75.0026465563	602.017632097	93.1666690108	781.621738925	48.5851730211	51.660733913	438.819248174	166.405528445	56.692046372	245.663130574	263.164817467	213.008740027	124.360023453	196.914459971	178.351973138	98.016435853	38.2527540163	162.002087724	105.614607998	78.6502466369	44.8024243021	139.483316004	34.8565422409	13.0603929118	12.3496849702	8.91111540614	17.6081216134	9.94586127529	15.7090178631	12.9696365431	15.6142269417	13.1604852729	11.6314206754	16.6208648815	9.89415614235	11.9118870117	5.44544124012	13.5128609674	24.4232385495	25.4626756304	14.305631258	17.6121005773	24.0703442451	8.57993757019	7.58851436996	9.97101467428	5.30159752343	11.9309295499	7.70410917279	18.6424779074	5.17641085942	4.80521795315	3.49122554419	3.04566409719	4.43649017572	8.3301488731	5.65679975677	4.03804101326	2.85526072405	7.04538531416	0.0	38.7900820577	84.6641850233	11.2774661473	27.3049360912	18.5293946083	94.2139109922	76.1246346902	16.4274226401	19.7857288104	5.10996382255	8.5052953278	5.35638372033	4.12010365088	15.0951747362	4.67982916323	8.71217094125	4.03448216732	6.63506307353	18.1201025013	14.9284805542	37.3158731565	50.4293500374	5.69570475373	11.2123590225	33.340611866	13.2832012043	4.73268247972	25.4796115438	45.2749193459	22.4379160671	16.0255170467	32.0489550758	6.40432690521	31.765412494	41.9233960591	17.3731445618	129.655483343	41.0595212338	30.1928133643	28.6312871796	23.9082522089	16.8624253626	22.3327785989	48.0954213248	35.0072332632	65.029239281	29.2665837294	39.3760235181	152.207003993	567.930302266	116.016929484	153.376601838	117.141148623	242.35488068	226.20586573	140.041429234	151.710268544	82.0334172448	122.313124259	149.902744734	56.7112928375	62.5981353495	61.80545109	68.1985728306	44.3155359143	52.1879424487	78.1524280673	51.4254641451	53.0257364759	77.5069083831	65.612401617
Bac2DMH6301	51.6413939315	172.07536511	80.8031878218	53.6396053804	74.8871048009	58.4589985764	63.9562359534	79.7394197406	58.0751763132	56.1726878148	54.8329318085	57.3052498554	154.85232286	98.0904131516	93.6188403951	44.4810443571	46.9204938962	48.7138233237	44.8723438964	47.4180172639	45.6804252375	50.0438153592	46.3715516325	48.4817024136	50.2664223768	47.7679613301	48.9929249829	46.7918017865	86.6253775448	148.390507134	169.746542641	327.830053937	234.872468103	72.5171703292	350.347170532	345.963345194	51.6898563989	571.54447972	158.869190242	160.025218167	124.770657486	120.083251257	55.0172973725	72.7657718223	136.132593737	190.746213355	1280.48648069	79.9823711036	602.879478715	96.1162307383	782.394907988	53.6465645183	62.7531293509	440.013555125	170.213536232	65.9524914899	241.084463541	263.375504714	215.909381016	131.268831464	201.714678507	179.481600879	106.936179841	56.7874575052	165.951270903	103.391234783	76.9257444831	47.4188004735	139.666748465	48.550597223	40.3152584347	38.6879655832	42.6012020536	41.8208412957	41.7960509419	44.8066051118	43.9647348667	41.8660815732	41.683214424	43.7580562496	43.7096538538	44.7114232944	28.9065742815	34.8661332234	28.6783630852	21.9877670916	29.0612106945	27.7819364219	25.5544287831	21.9527948759	32.3102858683	33.6078493872	32.9307080085	37.7635120893	30.5923955886	36.736058857	24.6329746361	35.9659450428	39.7718794294	40.6308981041	39.3404929488	41.8058750982	35.0111899333	35.3275537405	41.1998474136	40.421994993	36.2710628151	38.7900820577	0.0	49.2812270651	31.7322958689	22.1449948515	25.0544368471	63.3383306702	41.1752119695	25.882529407	25.0491571498	36.1543603184	33.4206180627	35.0564623409	39.93331402	26.8848349169	37.64587473	32.8287383534	38.4594561552	33.7789950243	24.42857277	29.0986556041	30.9327482345	25.0069881427	35.3108707549	38.2641721793	35.3516018761	28.6759942024	36.1409922719	21.4826036864	14.1207608142	23.5874713987	34.2842718502	14.9839340322	36.9076649912	19.8332689925	20.5468421195	32.6062190529	98.4986637741	26.3933641663	35.916880326	20.9202989921	30.7784650359	26.1057025939	21.5687139493	25.161926371	19.9475511202	36.6030936254	26.7663933356	22.3345720335	144.006915533	562.679350556	110.115629718	151.948700838	110.967522768	238.334532512	224.119666414	139.887822454	151.643295299	84.3756016365	126.879227015	152.67741226	62.9161014014	66.62931078	67.5992853448	69.0658354764	53.7332773088	59.4863373544	80.6030921186	59.6892956437	62.5760521548	80.0046209075	70.4099047228
Bac2DMH6302	94.0883796468	190.43618696	113.497842685	95.7822938524	109.141681565	98.0076452167	101.613871358	111.120711829	97.7600952951	97.0913645044	96.4673763755	97.8854024754	174.876990922	125.668930533	122.011312965	89.3798858202	90.8929461119	91.8660031556	90.4608828118	91.8231867522	90.2810769549	93.5583248062	91.1899403194	92.911245996	93.4325429981	91.8670618561	92.9237193579	91.8021872805	116.732814735	168.765450126	187.593282137	337.137644967	248.181492451	106.256760252	354.10119066	351.790752601	87.8230464609	576.278580753	177.747968148	177.792222349	147.398414398	138.288066403	93.4105244833	100.774448691	155.934918105	204.906710227	1282.4569605	107.838428691	607.912571636	120.322225031	785.982730795	89.6247614564	99.4618235429	446.422159946	186.950271291	101.666305825	248.038243083	272.51341487	228.074781048	152.650677104	216.331896673	190.803886719	132.292009282	95.7406960015	181.678994658	112.292247775	92.3198102145	75.7858528346	149.852878087	90.3696804127	85.4670103454	84.2201333266	88.2395405923	86.6171924076	87.3198107569	90.1038645368	89.1275216023	88.0398721083	86.7631873642	89.4463817817	88.4899638857	90.2232927178	74.8822139398	80.7042355575	74.6109014812	66.4973975241	71.3203478096	73.7520311015	71.2694725766	66.8123421274	78.2806418719	79.7929775967	78.773683258	83.6700238465	76.7215884782	82.4325430859	70.3550814651	82.0927574441	85.8317955475	86.4751549087	85.0989732401	87.5617757278	81.2065941488	81.1436482832	86.9526052927	86.1234349734	81.8384597655	84.6641850233	49.2812270651	0.0	78.159975302	65.4393795104	70.9398913658	54.3110774965	29.3196524919	72.7455826783	71.9387881243	82.5671675955	79.6504564227	81.0591941822	85.8769073226	73.2605429323	83.6574702481	79.4549760032	84.5106871565	79.8705258908	70.6834150192	75.0519874067	59.730250603	51.863454541	81.4132130494	84.4779059343	67.4930731806	74.5142252933	82.2711098514	66.0569737246	40.7569830024	65.0445798409	77.6696176078	54.3443462719	82.6985628362	61.7171689197	56.5409666554	78.9702244467	78.7930109874	61.1262287071	76.9095311674	64.1256576782	73.5489327944	72.2309223323	67.6547395256	55.8568060427	62.4935412145	51.1545689384	68.6900630623	58.977140515	146.074206782	557.747907007	120.18099362	159.615685906	119.631634855	238.342148282	227.757530359	151.51619172	160.756913604	104.225838343	145.056053108	166.863905838	95.0179620387	96.5645577429	98.2031745124	96.6360702642	90.2063197422	93.1810424144	106.5942852	93.5701961704	96.5583605367	105.784436605	99.6132001917
Bac2DMH6304	31.2036672152	168.248805382	70.3952223315	33.9365726735	63.4464492126	42.2463548142	49.7427158144	69.7800787344	41.1635698124	37.9597377951	36.1941385454	39.5847021029	150.184650847	89.9355436226	84.9959782314	21.5728590725	25.20586569	29.0737493418	20.1237462066	25.0028186725	22.5505025355	29.1837001792	22.0154958429	26.7752138551	29.6314950246	26.4744557108	28.7354071083	21.9388305297	78.002730164	144.78319604	165.954175868	326.381698343	232.7775115	61.5825112416	353.191147707	347.706004073	50.2800777584	570.779288882	155.48241553	156.116245902	119.41709382	118.560832893	42.0573051571	69.8220862658	132.993783375	188.533091657	1280.65821229	75.2709223658	602.067319517	93.2250118024	781.710113164	47.7790203483	52.5561389805	438.885018846	166.741418138	57.1908798806	244.598207616	262.913671934	213.034313038	124.840366363	197.395970456	178.198380578	98.717716575	40.7536406287	162.374395061	105.989849131	78.9479619522	45.4012339469	139.890052512	35.6736321171	17.644673819	15.9336282288	16.4696477836	20.9872408809	16.6537928703	21.0488053145	19.3918200866	19.1970130278	18.2162919062	18.3390534667	21.1745568256	18.0818066872	8.79992645063	9.35853859754	10.2228514861	18.2344776631	20.2212259091	10.7036697794	12.7449861938	18.0514627579	8.54024020926	8.83771887831	10.1339648615	11.5320474495	10.0687603644	11.8445122145	13.5583855419	9.09480057944	12.395776388	12.9174185011	12.2161253721	14.2424625116	11.5082312446	9.71505598507	13.5069698436	12.6672728271	12.1790039051	11.2774661473	31.7322958689	78.159975302	0.0	19.6045337882	12.4071375192	86.3320318877	68.4372058799	10.1983890022	13.7174354337	8.08399635164	5.96795709467	8.05951731717	12.0706672037	10.1059634251	9.51979131664	8.72548536397	10.4503183249	7.10340566955	12.5241430485	10.502787064	36.2947011112	42.8103660979	9.71488519131	13.0990727483	33.9950320764	9.64189149093	9.51330121361	18.8262802332	39.2259211493	20.2194800513	17.5296840224	27.1400866683	10.8241779757	24.7299339037	33.9662977975	13.6901008698	121.932699954	35.8385487636	28.5426926581	21.8629650576	21.4443513304	12.0359390974	15.3684613239	40.5552472575	27.7389013652	57.3564949249	24.3526219985	32.3949359248	151.162207233	567.819141791	115.143392227	153.754250551	116.31519055	242.356952072	226.41639962	140.079580303	152.309045336	82.7752768141	123.135516603	150.453428867	56.5452173062	62.1789569936	61.6519707297	67.0786617499	44.5546458953	52.1361074155	77.5797498455	51.5495839015	53.4766159738	77.0929076364	65.4117627661
Bac2DMH6305	42.7893227772	170.571748548	76.3079163996	45.0108202202	69.8447559472	51.1012844176	57.861678708	74.8119630424	50.1979020616	47.7749429783	46.747244383	49.5094834144	152.846466238	94.0776088775	89.3221121007	35.0953855338	37.8034466566	40.3623674917	35.468923479	38.3433699023	36.0614092299	41.378098757	36.3427129574	39.900617992	41.4453526937	39.5784942988	41.2069673909	36.792173054	82.3146304569	147.265757337	167.901864858	327.001014494	233.822438946	66.8548263176	350.902681948	346.510301365	52.4009229146	570.930541762	157.591635926	158.11179837	122.040826972	118.531601024	48.6401303977	71.2962497864	135.260187658	189.807076024	1280.75562908	78.319536886	602.729537692	95.2965899393	782.094630284	50.6355857757	58.524054553	439.549883091	168.806602617	62.9817627982	243.151970631	263.169748103	215.046169205	128.58385101	199.462183495	180.869091384	103.204796233	49.7083708817	164.493467901	109.467513806	82.8048397104	52.9814759447	142.288653982	43.1649677851	30.2312208538	28.2253365043	31.8173593916	32.3089489806	31.2082800948	35.081706335	33.5307787707	33.3952484215	31.4226817719	33.6594934097	33.862361411	33.928849453	17.0041314602	24.2387482383	16.6113679975	9.11273939314	13.2234611835	15.125071428	14.9260299499	10.0650546286	20.1525341643	22.080993818	21.2517623917	26.3032961477	17.962459756	25.6227428233	12.1061653739	24.6678788822	29.3271352182	29.4015570618	27.6728641488	30.8483194331	26.0602607459	23.2753210346	30.1657557586	28.914643118	24.8029528374	27.3049360912	22.1449948515	65.4393795104	19.6045337882	0.0	11.5743390454	68.8841232914	52.231619909	14.9364883659	16.164761347	24.8816691398	21.3275192434	22.9737161248	28.5159069592	14.4732482104	26.0020943766	21.6862176458	27.2555436194	21.8174366906	12.9977543152	18.1961343827	38.8652383283	26.3106908868	24.8637548414	30.1074534582	40.2232991639	17.1736429101	25.086926085	9.31950094646	28.2001175837	24.1048434202	29.3142887514	21.605035182	26.4767617968	11.7103937082	18.6798751543	25.3598060516	104.447308241	25.7755383934	27.9338075174	10.050445991	21.0638278391	13.777818381	10.2391868829	25.8899406897	17.3489929199	41.8038486263	20.285760644	18.4718268458	150.388122725	567.711958675	115.496383382	155.404860888	116.462140956	242.726552483	227.2970927	140.674132359	154.267898845	86.1278793488	125.711479138	152.239622891	59.7643786449	64.2741396305	64.4327029393	67.6550715925	48.9278290711	55.574111179	79.2811957602	55.5394878503	57.9341443413	79.3066453416	67.5735241429
Bac2DMH6306	35.1156392363	167.520933299	71.2768603477	37.45483452	64.5845312663	44.5408787251	52.1389333021	70.6191474321	44.3617755259	40.7651728389	39.3835322216	42.4816217053	149.527267319	90.3649786816	85.6056374016	26.9969389065	29.9074883157	32.7554252418	26.9879112999	30.0410456925	27.7306863891	33.4251198392	27.773334629	31.7921913483	33.5781857931	31.9097790551	33.4634928072	28.0319408507	77.9613345465	144.124671206	164.87992774	325.145998409	231.333662146	61.946410085	350.04097505	345.267455456	49.576771756	570.565922897	154.649513602	155.822012871	118.887461893	117.056497476	44.0046388598	69.0005135808	133.438882348	188.362497789	1280.66366678	75.2956001688	602.271114983	92.621318206	781.812445976	47.3284520224	53.6263489783	438.993478289	167.158914062	58.4043031461	242.286269845	262.413773959	213.839540963	126.27961721	198.33780229	179.408651368	100.557618662	44.3873944338	163.327445543	107.593081908	80.7101672422	49.1431917269	141.02599701	38.223444383	22.5602495646	19.9237622268	23.1603619095	24.7060108456	22.7883172908	26.6031754494	25.1368323316	25.5169306367	23.2954586901	25.1866341145	25.660619027	25.1398644447	7.83807930813	15.3399437482	8.71798765855	8.58326576145	17.2159492039	6.7709282848	9.87559257669	9.06603498935	10.9947841924	13.3450125175	12.7349552334	17.6890025234	9.99324371299	17.2173033616	6.25132531665	16.2557594497	20.6733056863	20.5680189797	18.8950056433	22.1693834918	18.0662169414	14.4120709292	21.3574933487	20.1165911397	16.6567940992	18.5293946083	25.0544368471	70.9398913658	12.4071375192	11.5743390454	0.0	76.3122566801	59.2303812114	7.88970800804	10.9045024209	16.3464374411	13.1181106153	14.0574872688	19.7132490532	6.5732198684	17.5890447749	12.8181497126	18.3300797457	13.3496583087	4.85657172107	10.3696021147	36.3563687634	33.101298124	16.0465517907	22.0403884168	36.2159731702	8.8611001456	16.1831488492	7.93270927009	31.6806508851	19.539649389	22.3702020523	21.8237161618	17.8492718621	15.3228539303	24.672684106	19.3085437479	112.087571089	28.6164335828	27.1481841634	12.9208061296	19.6981613678	6.55118848566	7.80458705779	31.7823018902	20.5601338656	48.2389599766	19.4411046855	23.376979843	150.506943142	567.76128914	114.967005513	154.380611955	116.043909998	242.421772933	226.728121355	140.035778387	153.088678412	84.0033863833	124.114432697	151.086394195	57.0529593548	62.1291138548	62.0212689622	66.2635576967	45.4769216155	52.6497997048	77.6271705119	52.411529154	54.6222035793	77.3947256906	65.4590049198
Bac2DMH6307	104.871906022	195.290270673	122.417485297	105.947031442	118.535412908	107.95912109	111.581492404	119.920363219	107.57938245	106.946655299	106.713596272	107.926784841	180.215529608	133.734775308	130.597626274	99.7267823593	101.4932806	102.297623577	101.263714196	102.502216588	100.769992118	103.998059408	101.758537173	103.422960112	103.850051173	102.928257682	103.742504573	102.518227276	124.269068771	173.762922941	192.270023728	339.409674674	251.039287836	114.409262278	352.026804052	351.065880222	93.5003727668	577.707947411	182.594879167	182.844933444	153.335659801	141.775934219	101.698826781	107.993880572	161.617599355	209.174030453	1283.31627472	117.115224426	609.69497749	128.0937787	787.314480514	96.4412184245	108.079030378	448.516823791	192.111363629	110.617764391	249.735323361	275.048840087	234.624200425	160.243754327	221.357494574	203.761488489	140.508183613	106.423440196	188.675609244	143.314629069	122.054920079	105.857040077	169.284791265	98.6012756435	94.8425145397	93.1756824454	98.2468960954	95.7297315819	97.187889004	100.1684476	99.1736842278	97.8702269324	96.4327765613	99.7097522799	98.1796726843	100.580488539	82.8987007223	90.9005889764	82.1822852959	70.7136099492	77.8833982164	80.5111188625	79.3845926226	71.1399312078	86.4510977146	88.5116108892	87.1755410931	93.0562695195	83.8570243716	91.9733812732	76.3196533216	91.2809105131	96.2249978504	96.4725258033	94.5371062354	97.9195787421	91.8697857926	89.7172435018	97.2154436611	95.9242118977	90.6738067045	94.2139109922	63.3383306702	54.3110774965	86.3320318877	68.8841232914	76.3122566801	0.0	29.7122752158	79.7922756037	78.0819934279	91.7122867001	87.7637188742	89.7218167967	95.5244131611	79.7141745347	92.9425145475	87.5801621473	94.2126940933	88.5520883135	77.1265684865	82.5287263073	89.7173079848	45.0943294304	91.4423410469	95.9646996341	95.8380803595	82.4844539009	91.8145552575	69.2542496368	60.9730957638	83.7387617669	93.2246061182	72.1372415442	93.0494452298	63.3129607822	53.2106101584	88.1691741739	37.9814027975	62.9363599277	81.7928235364	66.3408620297	80.1861780507	78.0243550205	72.5897268416	50.7711053792	63.5797132183	35.7918913094	73.1823207669	57.5818251529	164.286849601	572.080311263	137.407517176	178.486890505	137.939616475	255.653269231	242.85312639	162.20724853	178.632689368	123.862275734	155.339678595	176.38529973	102.284315489	102.804195832	104.741144006	101.010468353	97.5020753922	99.9834208545	112.268475536	101.264253664	103.920424771	113.475250926	105.48781888
Bac2DMH6308	86.8997743027	186.882263157	107.716187721	88.5551657021	103.144566676	91.1186777462	95.1566263088	105.206724597	90.6455093365	89.8990641477	89.4104145078	90.9355114806	170.945525123	120.464924492	115.627257502	81.6505846454	83.4325433778	84.4003849446	82.896486977	84.4348261759	82.6826301654	86.2264517332	83.6452173306	85.4750340221	86.1255665352	84.6077635616	85.7127046605	84.3090786368	110.694753067	164.626459832	183.848266066	335.066630629	245.144565732	99.5825377575	351.316012066	349.081067866	79.098443389	575.193263565	173.789841501	173.926550863	142.337745249	132.770727867	85.5443736219	94.1967658138	151.735705382	201.753076191	1282.12490913	102.374046889	606.922812762	115.533326992	785.229141758	81.253003746	92.4006075915	444.947887984	183.434435679	95.1205242855	245.792673446	270.15320337	226.025658585	148.348924877	213.300509111	191.998515137	127.225925339	88.8998982119	178.898753081	121.152337018	99.0381971397	80.4091880884	152.014528154	82.0733502949	76.9526118744	75.4317128719	80.0994936401	78.107903904	79.1320349432	82.2247561837	81.1659366684	79.9611397627	78.4937052155	81.5968028362	80.373310135	82.4003218315	64.9521530798	72.3837266744	64.5168936636	53.8962888996	60.6901927494	63.0412368179	61.3428543737	54.3400452783	68.6432486007	70.5875710726	69.4092389827	75.0722575878	66.4848039598	73.8996727295	59.0288971571	73.2576902561	77.85359143	78.2863317049	76.5495011437	79.6462842997	73.2322479066	71.8934749221	78.9491841252	77.8045149524	72.7990054073	76.1246346902	41.1752119695	29.3196524919	68.4372058799	52.231619909	59.2303812114	29.7122752158	0.0	62.1543812899	60.8424533883	73.6710639239	69.9712727158	71.8141610016	77.4304950222	62.3284663846	74.9705868167	69.7998601857	76.0202777828	70.5916877187	59.5940057647	64.9202633843	63.7244265519	31.8052367377	73.0661616075	77.2012036039	70.5295697006	64.6256660453	73.6423120898	52.7547731074	36.0384212064	61.2417484999	72.6277655051	49.3309299693	74.608003779	47.1792800105	38.5798420933	70.1538630957	61.9040411839	47.4142895366	66.3249115253	50.159104007	63.4538435314	60.8756550942	55.5064838842	37.3771913435	48.0452373008	28.261111583	56.8590590417	42.5989324404	151.226372136	564.439747858	122.88001224	163.973824464	123.033978798	244.315496277	231.854619682	150.994998495	164.348200533	105.524965818	142.994069798	165.587462444	87.6552884091	89.2716299127	90.8414395194	88.7484110867	82.0408632738	85.2393003189	100.093427949	86.0920481127	88.986768916	100.233486018	92.2041164966
